p1_class,p1_level,p1_hp,p1_ac,p1_avg_save,p2_class,p2_level,p2_hp,p2_ac,p2_avg_save,p3_class,p3_level,p3_hp,p3_ac,p3_avg_save,p4_class,p4_level,p4_hp,p4_ac,p4_avg_save,num_of_monsters,monster_name,monster_cr,monster_ac,monster_hp,dificulty
Barbarian,1,11,16,2,Cleric,1,7,18,2,Barbarian,1,7,14,2,Cleric,1,6,14,2,10,Blink Dog,0.25,13,22,0.0
Fighter,5,54,14,3,Paladin,5,49,17,3,Warlock,5,44,15,3,Ranger,5,58,17,3,10,Vulture,0.0,10,5,0.5357102157197405
Warlock,5,32,14,3,Paladin,5,38,16,3,Paladin,5,33,19,3,Barbarian,5,56,12,3,8,Sea Hag,2.0,14,52,0.27819595287633186
Sorcerer,1,4,14,2,Bard,1,10,14,2,Fighter,1,9,18,2,Wizzard,1,6,14,2,3,Dryad,1.0,11,22,0.5811209439528023
Barbarian,3,26,14,3,Paladin,3,22,17,3,Artificer,3,30,17,3,Monk,3,23,12,3,1,Swashbuckler,3.0,17,66,1.0
Ranger,2,16,13,2,Rogue,2,19,17,2,Monk,2,14,14,2,Cleric,2,13,17,2,1,Drider,6.0,19,123,0.0
Sorcerer,5,26,14,3,Warlock,5,41,11,3,Bard,5,39,15,3,Fighter,5,48,19,3,5,Faerie Dragon (Blue),2.0,15,14,1.0
Rogue,2,15,12,2,Artificer,2,16,14,2,Barbarian,2,27,15,2,Paladin,2,16,14,2,1,Ogre Battering Ram,4.0,11,76,0.6547458389563652
Rogue,3,16,15,3,Bard,3,19,14,3,Ranger,3,28,17,3,Druid,3,25,11,3,4,Ogre Howdah,2.0,15,59,0.0
Paladin,4,36,16,3,Barbarian,4,31,15,3,Rogue,4,17,11,3,Wizzard,4,20,11,3,2,Allip,5.0,13,40,0.46676923944433485
Monk,3,30,11,3,Rogue,3,21,17,3,Warlock,3,16,15,3,Artificer,3,22,18,3,4,Duergar Soulblade,1.0,14,27,0.0
Bard,1,8,13,2,Monk,1,6,11,2,Sorcerer,1,6,11,2,Sorcerer,1,8,15,2,3,Faerie Dragon (Red),1.0,15,14,1.0
Cleric,5,36,18,3,Bard,5,42,12,3,Fighter,5,49,19,3,Sorcerer,5,28,15,3,4,Red Dragon Wyrmling,4.0,17,75,0.10657894736842105
Barbarian,5,43,15,3,Warlock,5,39,13,3,Bard,5,43,14,3,Monk,5,41,11,3,2,Deathlock,4.0,12,36,0.9495820399812218
Fighter,5,38,13,3,Druid,5,40,13,3,Monk,5,35,10,3,Barbarian,5,49,15,3,4,Imp,1.0,13,10,0.9750840095074174
Bard,1,7,13,2,Monk,1,8,16,2,Paladin,1,5,16,2,Ranger,1,9,12,2,1,Sword Wraith Warrior,3.0,16,45,0.45206001066179274
Cleric,1,5,13,2,Artificer,1,10,14,2,Wizzard,1,9,14,2,Sorcerer,1,4,10,2,10,Guard,0.125,16,11,0.0
Artificer,2,14,18,2,Warlock,2,15,14,2,Monk,2,16,10,2,Warlock,2,19,15,2,1,Chasme,6.0,15,84,0.0
Druid,3,22,13,3,Paladin,3,37,14,3,Bard,3,26,16,3,Wizzard,3,14,14,3,1,Mind Flayer,7.0,15,71,0.5976500696687238
Warlock,1,6,15,2,Paladin,1,9,18,2,Bard,1,5,15,2,Bard,1,11,15,2,10,Sprite,0.25,15,2,1.0
Monk,4,32,12,3,Cleric,4,27,19,3,Monk,4,31,14,3,Wizzard,4,25,10,3,4,Ogre Chain Brute,3.0,11,59,0.23455405695965073
Paladin,3,20,19,3,Wizzard,3,15,11,3,Sorcerer,3,22,10,3,Paladin,3,34,18,3,3,Clockwork Bronze Scout,1.0,13,36,0.34687886999632545
Bard,4,33,16,3,Paladin,4,35,16,3,Wizzard,4,14,15,3,Rogue,4,25,17,3,2,Spirit Naga,8.0,15,75,0.0
Sorcerer,1,6,12,2,Artificer,1,9,15,2,Druid,1,8,14,2,Rogue,1,11,14,2,3,Kobold Dragonshield,1.0,15,44,0.0
Wizzard,4,28,14,3,Cleric,4,19,16,3,Paladin,4,35,19,3,Artificer,4,32,12,3,4,Hobgoblin Captain,3.0,17,39,0.0
Fighter,2,16,13,2,Sorcerer,2,8,15,2,Wizzard,2,14,12,2,Ranger,2,17,12,2,2,Maw Demon,1.0,13,33,0.5863792624487812
Monk,4,30,15,3,Monk,4,32,14,3,Barbarian,4,54,14,3,Monk,4,26,11,3,2,Vampiric Mist,3.0,13,30,0.9802527003347276
Wizzard,2,16,14,2,Monk,2,13,16,2,Artificer,2,11,14,2,Paladin,2,20,16,2,1,Succubus,4.0,15,66,0.8907545993140006
Monk,1,7,14,2,Barbarian,1,10,17,2,Rogue,1,10,11,2,Rogue,1,7,12,2,1,Tiger,1.0,12,37,0.7735294117647058
Ranger,3,33,14,3,Monk,3,26,11,3,Bard,3,29,15,3,Wizzard,3,14,15,3,2,Nothic,2.0,15,45,0.7627439590068911
Barbarian,3,25,16,3,Warlock,3,22,12,3,Fighter,3,35,18,3,Artificer,3,28,17,3,2,Merrow,2.0,13,45,0.6014137033824806
Artificer,5,36,18,3,Sorcerer,5,41,15,3,Rogue,5,34,16,3,Barbarian,5,57,16,3,14,Meazel,1.0,13,35,0.0
Warlock,4,32,13,3,Barbarian,4,35,15,3,Sorcerer,4,18,12,3,Rogue,4,36,13,3,10,Crawling Claw,0.0,12,2,0.859550347050347
Bard,1,11,13,2,Bard,1,9,13,2,Rogue,1,6,15,2,Ranger,1,13,14,2,10,Swarm of Bats,0.25,12,22,0.0
Druid,4,26,15,3,Monk,4,21,15,3,Ranger,4,42,17,3,Wizzard,4,25,11,3,1,Giant Constrictor Snake,2.0,12,60,1.0
Artificer,2,17,14,2,Wizzard,2,9,15,2,Ranger,2,22,17,2,Barbarian,2,20,14,2,1,Faerie Dragon (Indigo),2.0,15,14,1.0
Ranger,3,27,16,3,Druid,3,28,16,3,Barbarian,3,32,14,3,Paladin,3,29,19,3,10,Wolf,0.25,13,11,0.0
Warlock,5,34,11,3,Monk,5,38,14,3,Fighter,5,40,17,3,Bard,5,31,13,3,1,Fire Giant,9.0,18,162,0.6677763457038478
Monk,1,9,15,2,Rogue,1,7,15,2,Rogue,1,8,12,2,Rogue,1,10,14,2,10,Bullywug,0.25,15,11,0.0
Sorcerer,1,8,12,2,Rogue,1,7,12,2,Wizzard,1,4,15,2,Paladin,1,7,19,2,1,Kobold Dragonshield,1.0,15,44,0.6110038610038612
Monk,2,17,10,2,Rogue,2,16,17,2,Druid,2,15,14,2,Wizzard,2,15,14,2,1,Poltergeist,2.0,12,22,1.0
Cleric,3,18,12,3,Fighter,3,35,15,3,Barbarian,3,34,16,3,Druid,3,21,14,3,1,Mind Flayer Arcanist,8.0,15,71,0.8255255752358882
Wizzard,5,41,13,3,Artificer,5,32,18,3,Cleric,5,50,15,3,Cleric,5,37,15,3,3,Yuan-ti Broodguard,2.0,14,45,0.9727274332447812
Ranger,4,39,12,3,Artificer,4,34,17,3,Paladin,4,38,19,3,Druid,4,33,16,3,10,Guard,0.125,16,11,0.0
Barbarian,2,23,14,2,Druid,2,20,11,2,Fighter,2,20,12,2,Monk,2,17,16,2,10,Kuo-toa,0.25,13,18,0.8773991936135747
Ranger,4,34,17,3,Barbarian,4,31,16,3,Bard,4,29,13,3,Fighter,4,31,15,3,1,Cloaker,8.0,14,78,0.8731751652787683
Ranger,3,25,17,3,Ranger,3,27,17,3,Druid,3,22,11,3,Fighter,3,24,18,3,1,Duergar Stone Guard,2.0,18,39,0.9370693914843231
Rogue,3,24,17,3,Monk,3,28,15,3,Paladin,3,25,17,3,Bard,3,20,15,3,10,Flying Sword,0.25,17,17,0.1451507146243988
Monk,2,12,16,2,Ranger,2,19,12,2,Monk,2,17,11,2,Bard,2,17,16,2,10,Skeleton,0.25,13,13,0.0
Fighter,5,57,19,3,Wizzard,5,31,14,3,Warlock,5,35,13,3,Ranger,5,39,12,3,10,Stench Kow,0.5,10,15,0.3023307685303652
Artificer,2,18,14,2,Bard,2,13,14,2,Ranger,2,18,13,2,Artificer,2,20,12,2,1,Githyanki Warrior,3.0,17,49,0.2826842517147724
Barbarian,5,47,17,3,Artificer,5,40,14,3,Warlock,5,43,13,3,Cleric,5,47,17,3,1,Redcap,3.0,14,45,1.0
Monk,2,17,15,2,Paladin,2,15,19,2,Sorcerer,2,11,13,2,Barbarian,2,22,13,2,1,Brontosaurus,5.0,15,121,0.08009571549394559
Druid,4,24,11,3,Barbarian,4,35,17,3,Barbarian,4,32,13,3,Warlock,4,30,12,3,4,Green Dragon Wyrmling,2.0,17,38,0.0491340796804373
Sorcerer,2,10,15,2,Cleric,2,12,12,2,Artificer,2,18,18,2,Paladin,2,15,15,2,1,Flail Snail,3.0,16,52,0.9159595959595959
Rogue,2,19,11,2,Druid,2,9,12,2,Sorcerer,2,17,12,2,Barbarian,2,25,16,2,2,Ettercap,2.0,13,44,0.3665514483199929
Druid,4,36,14,3,Cleric,4,29,16,3,Warlock,4,26,14,3,Warlock,4,26,12,3,3,Giant Strider,1.0,14,22,0.7232589064428571
Warlock,4,36,16,3,Paladin,4,38,17,3,Paladin,4,27,19,3,Fighter,4,31,14,3,2,Barbed Devil,5.0,15,110,0.2152723776158985
Rogue,2,17,15,2,Artificer,2,16,14,2,Ranger,2,24,17,2,Paladin,2,18,18,2,1,Yuan-ti Pureblood,1.0,11,40,0.992056074766355
Paladin,2,18,18,2,Barbarian,2,16,17,2,Paladin,2,15,17,2,Barbarian,2,18,14,2,1,Red Slaad,5.0,14,93,0.6130378933847141
Wizzard,2,8,15,2,Monk,2,18,14,2,Monk,2,17,14,2,Barbarian,2,23,14,2,10,Blink Dog,0.25,13,22,0.0
Ranger,3,19,13,3,Fighter,3,23,17,3,Druid,3,30,15,3,Rogue,3,24,16,3,10,Ox,0.25,10,15,0.0
Druid,3,18,16,3,Warlock,3,17,11,3,Paladin,3,29,18,3,Wizzard,3,16,15,3,4,Ogre Howdah,2.0,15,59,0.0
Bard,1,8,13,2,Paladin,1,5,19,2,Wizzard,1,6,12,2,Artificer,1,7,15,2,10,Goblin,0.25,15,7,0.0
Rogue,5,35,17,3,Druid,5,41,15,3,Cleric,5,29,18,3,Warlock,5,38,14,3,10,Lizardfolk,0.5,15,22,0.8948836406572609
Wizzard,2,13,15,2,Artificer,2,15,17,2,Bard,2,16,14,2,Monk,2,15,13,2,3,Hobgoblin Iron Shadow,2.0,15,32,0.0
Druid,2,14,16,2,Fighter,2,18,12,2,Monk,2,16,13,2,Artificer,2,12,15,2,1,Centaur,2.0,12,45,0.8316883116883117
Warlock,4,21,15,3,Artificer,4,36,13,3,Wizzard,4,14,15,3,Monk,4,28,13,3,4,Martial Arts Adept,3.0,16,60,0.0
Wizzard,4,29,14,3,Druid,4,25,13,3,Wizzard,4,30,13,3,Fighter,4,31,12,3,6,Gnoll Flesh Gnawer,1.0,14,22,0.0
Monk,5,44,14,3,Wizzard,5,31,15,3,Artificer,5,31,12,3,Fighter,5,42,13,3,10,Bandit,0.125,12,11,0.9126503277713588
Druid,3,28,12,3,Rogue,3,26,13,3,Warlock,3,29,15,3,Ranger,3,32,12,3,4,Tortle Druid,2.0,17,33,0.9411222948618793
Ranger,1,6,15,2,Cleric,1,8,13,2,Artificer,1,9,14,2,Sorcerer,1,8,13,2,10,Scorpion,0.0,11,1,0.0
Warlock,5,35,14,3,Rogue,5,29,14,3,Druid,5,41,15,3,Monk,5,35,15,3,4,Druid,2.0,11,27,0.0
Artificer,3,20,17,3,Paladin,3,22,19,3,Fighter,3,30,16,3,Paladin,3,27,15,3,7,Faerie Dragon (Yellow),1.0,15,14,1.0
Bard,1,8,12,2,Druid,1,9,16,2,Rogue,1,9,14,2,Artificer,1,8,15,2,10,Camel,0.125,9,15,0.0
Fighter,1,7,19,2,Paladin,1,9,15,2,Warlock,1,10,14,2,Rogue,1,11,16,2,10,Boar,0.25,11,11,0.0
Paladin,5,50,15,3,Artificer,5,33,14,3,Warlock,5,41,14,3,Wizzard,5,24,12,3,10,Kobold Inventor,0.25,12,13,0.9160863445773595
Artificer,4,29,17,3,Druid,4,35,11,3,Warlock,4,25,13,3,Sorcerer,4,23,10,3,3,Clockwork Iron Cobra,4.0,13,91,0.0
Druid,3,28,14,3,Cleric,3,23,14,3,Ranger,3,24,13,3,Barbarian,3,28,13,3,2,Faerie Dragon (Green),2.0,15,14,1.0
Artificer,4,34,17,3,Warlock,4,35,14,3,Barbarian,4,39,12,3,Artificer,4,30,12,3,10,Xvart,0.125,13,7,0.9831358766509835
Monk,3,22,15,3,Fighter,3,20,17,3,Bard,3,19,16,3,Cleric,3,27,15,3,10,Tridrone,0.5,15,16,0.0
Druid,1,5,11,2,Fighter,1,10,13,2,Ranger,1,8,12,2,Rogue,1,7,13,2,3,Lion,1.0,12,26,0.10709793351302785
Rogue,5,29,15,3,Paladin,5,51,15,3,Sorcerer,5,29,10,3,Bard,5,47,16,3,15,Giant Spider,1.0,14,26,0.0
Paladin,2,19,15,2,Sorcerer,2,8,10,2,Rogue,2,19,14,2,Druid,2,12,11,2,1,Hobgoblin Captain,3.0,17,39,0.7342657342657343
Warlock,1,10,15,2,Ranger,1,13,13,2,Barbarian,1,9,17,2,Barbarian,1,13,12,2,10,Baboon,0.0,12,3,1.0
Rogue,5,36,12,3,Ranger,5,50,13,3,Ranger,5,48,15,3,Wizzard,5,29,10,3,15,Duergar Soulblade,1.0,14,27,0.0
Wizzard,4,18,12,3,Fighter,4,31,19,3,Monk,4,33,11,3,Sorcerer,4,23,12,3,2,Orc Eye of Gruumsh,2.0,16,45,0.8228019338823941
Monk,4,24,10,3,Cleric,4,34,17,3,Artificer,4,36,14,3,Druid,4,21,12,3,4,Minotaur Skeleton,2.0,12,67,0.5488334244720465
Artificer,2,11,16,2,Druid,2,21,16,2,Sorcerer,2,10,13,2,Druid,2,13,11,2,1,Yuan-ti Mind Whisperer,4.0,14,71,1.0
Sorcerer,1,6,10,2,Druid,1,7,11,2,Rogue,1,8,16,2,Wizzard,1,7,15,2,1,Derro Savant,3.0,13,36,0.0
Artificer,4,23,12,3,Fighter,4,26,15,3,Barbarian,4,39,17,3,Druid,4,30,15,3,2,Vrock,6.0,15,104,0.692779729901359
Bard,1,10,12,2,Druid,1,8,16,2,Artificer,1,9,18,2,Ranger,1,12,15,2,1,Quaggoth Thonot,3.0,13,45,0.6216335540838851
Sorcerer,5,36,15,3,Fighter,5,46,12,3,Artificer,5,29,12,3,Ranger,5,53,12,3,2,Slithering Tracker,3.0,14,39,0.9492827388380038
Wizzard,3,12,12,3,Druid,3,24,13,3,Barbarian,3,25,13,3,Paladin,3,30,14,3,3,Guard Drake,2.0,14,52,0.9253781512605043
Monk,4,24,13,3,Monk,4,25,10,3,Barbarian,4,38,17,3,Druid,4,30,16,3,10,Oblex Spawn,0.25,13,18,0.7922320777113485
Warlock,5,36,11,3,Cleric,5,32,15,3,Cleric,5,43,20,3,Artificer,5,44,13,3,3,Transmuter Wizard,5.0,12,49,0.6218890492227083
Barbarian,4,50,12,3,Ranger,4,32,16,3,Monk,4,32,11,3,Warlock,4,35,13,3,10,Goblin,0.25,15,7,0.6540052250803858
Paladin,4,33,18,3,Artificer,4,36,18,3,Ranger,4,38,16,3,Ranger,4,30,12,3,10,Giant Owl,0.25,12,19,0.9425526131536756
Ranger,5,31,16,3,Monk,5,29,15,3,Artificer,5,30,12,3,Paladin,5,41,19,3,1,Vampire Spawn,5.0,15,82,0.9665431402804536
Barbarian,1,6,17,2,Ranger,1,8,15,2,Ranger,1,9,15,2,Fighter,1,10,12,2,1,Bearded Devil,3.0,13,52,0.3560466543891958
Barbarian,3,36,17,3,Paladin,3,31,17,3,Warlock,3,19,16,3,Wizzard,3,21,14,3,4,Sahuagin Priestess,2.0,12,33,0.8871611038118841
Wizzard,2,13,13,2,Wizzard,2,10,13,2,Fighter,2,19,12,2,Sorcerer,2,14,14,2,1,Gnoll Pack Lord,2.0,15,49,0.0
Ranger,5,38,16,3,Rogue,5,46,11,3,Artificer,5,33,14,3,Monk,5,40,12,3,1,Air Elemental Myrmidon,7.0,18,117,0.9459126300631665
Cleric,1,11,14,2,Artificer,1,5,14,2,Artificer,1,7,13,2,Rogue,1,8,17,2,10,Dolphin,0.125,12,11,0.0
Rogue,2,17,13,2,Warlock,2,15,16,2,Paladin,2,16,19,2,Ranger,2,23,13,2,10,Oblex Spawn,0.25,13,18,0.0
Druid,5,32,15,3,Cleric,5,39,15,3,Warlock,5,44,15,3,Fighter,5,52,14,3,10,Gnoll,0.5,15,22,0.8552820306689135
Druid,1,6,13,2,Barbarian,1,12,15,2,Bard,1,5,12,2,Barbarian,1,14,15,2,1,Leucrotta,3.0,14,67,0.9342248314851054
Paladin,3,24,19,3,Bard,3,27,13,3,Druid,3,26,16,3,Bard,3,22,15,3,1,Air Elemental,5.0,15,90,0.28624262734854017
Sorcerer,3,21,12,3,Rogue,3,30,16,3,Rogue,3,21,15,3,Bard,3,18,16,3,10,Xvart,0.125,13,7,0.5568144499178982
Warlock,3,18,14,3,Artificer,3,26,16,3,Wizzard,3,15,11,3,Fighter,3,24,14,3,1,Mummy,3.0,11,58,0.9036994918726704
Druid,1,7,15,2,Fighter,1,9,19,2,Wizzard,1,4,11,2,Barbarian,1,11,15,2,3,Tiger,1.0,12,37,0.0
Cleric,3,28,15,3,Rogue,3,28,17,3,Fighter,3,21,12,3,Monk,3,22,12,3,10,Rat,0.0,10,1,1.0
Rogue,2,12,14,2,Barbarian,2,23,17,2,Cleric,2,15,20,2,Artificer,2,12,16,2,1,Korred,7.0,17,93,0.3330165414674862
Druid,1,7,15,2,Sorcerer,1,6,14,2,Bard,1,8,16,2,Bard,1,5,12,2,2,Priest,2.0,13,27,0.0
Cleric,2,15,15,2,Bard,2,13,14,2,Barbarian,2,24,16,2,Ranger,2,17,16,2,10,Commoner,0.0,10,4,0.7861825685484596
Rogue,2,12,11,2,Warlock,2,8,14,2,Warlock,2,17,13,2,Barbarian,2,17,16,2,1,Gnoll Flesh Gnawer,1.0,14,22,0.9469261388766033
Wizzard,1,6,10,2,Artificer,1,5,16,2,Druid,1,6,15,2,Barbarian,1,12,17,2,1,Gargoyle,2.0,15,52,0.9211711711711711
Barbarian,4,46,15,3,Warlock,4,34,16,3,Barbarian,4,34,15,3,Rogue,4,29,15,3,1,Vrock,6.0,15,104,0.9548136050794075
Rogue,1,5,14,2,Monk,1,9,16,2,Cleric,1,10,14,2,Cleric,1,8,16,2,1,Manticore,3.0,14,68,0.6062176165803109
Paladin,1,6,15,2,Paladin,1,6,18,2,Rogue,1,8,15,2,Druid,1,6,11,2,10,Gnoll Witherling,0.25,12,11,0.0
Warlock,5,33,16,3,Warlock,5,33,16,3,Sorcerer,5,26,10,3,Ranger,5,44,16,3,5,Duergar,1.0,16,26,0.7568508046976946
Sorcerer,1,6,14,2,Cleric,1,9,20,2,Artificer,1,8,17,2,Wizzard,1,9,10,2,1,Nilbog,1.0,13,7,0.87987987987988
Artificer,1,8,18,2,Ranger,1,9,14,2,Warlock,1,8,14,2,Fighter,1,7,19,2,10,Giant Centipede,0.25,13,4,0.0
Warlock,4,32,14,3,Bard,4,25,13,3,Warlock,4,28,11,3,Barbarian,4,36,17,3,1,Green Slaad,8.0,16,127,0.25580194550210006
Fighter,3,18,16,3,Warlock,3,21,16,3,Paladin,3,27,18,3,Fighter,3,23,17,3,2,Deep Scion,3.0,11,67,0.3550332828735268
Cleric,3,17,20,3,Rogue,3,15,16,3,Barbarian,3,40,13,3,Bard,3,17,13,3,1,Cyclops,6.0,14,138,0.5033303485328559
Cleric,2,14,20,2,Monk,2,13,15,2,Artificer,2,17,14,2,Paladin,2,14,15,2,1,Choldrith,3.0,15,66,0.6684669227319698
Wizzard,3,20,15,3,Barbarian,3,35,16,3,Warlock,3,19,12,3,Bard,3,25,15,3,10,Weasel,0.0,13,1,0.3188526982806159
Fighter,4,46,13,3,Cleric,4,22,16,3,Sorcerer,4,23,14,3,Artificer,4,27,16,3,2,Sword Wraith Warrior,3.0,16,45,0.8816197698970138
Artificer,4,27,18,3,Bard,4,21,16,3,Rogue,4,35,14,3,Bard,4,28,16,3,5,Faerie Dragon (Green),2.0,15,14,1.0
Bard,2,11,12,2,Artificer,2,15,17,2,Fighter,2,23,13,2,Warlock,2,20,11,2,10,Apprentice Wizard,0.25,10,13,0.0
Ranger,5,55,13,3,Fighter,5,41,17,3,Bard,5,43,13,3,Ranger,5,42,13,3,1,Fire Elemental Myrmidon,7.0,18,123,0.9778722823535739
Rogue,4,20,12,3,Monk,4,27,13,3,Cleric,4,24,12,3,Cleric,4,23,14,3,1,Young White Dragon,6.0,17,133,0.2032733224222586
Warlock,4,27,11,3,Monk,4,40,12,3,Sorcerer,4,16,13,3,Monk,4,24,16,3,10,Reef Shark,0.5,12,22,0.2383756318993088
Wizzard,5,33,14,3,Warlock,5,34,13,3,Sorcerer,5,39,11,3,Rogue,5,38,14,3,1,Lizard King,4.0,15,78,0.9020333092801002
Druid,1,8,14,2,Wizzard,1,5,15,2,Bard,1,8,13,2,Bard,1,8,16,2,10,Ice Mephit,0.5,11,21,0.0
Cleric,3,25,19,3,Sorcerer,3,23,13,3,Cleric,3,17,13,3,Artificer,3,27,17,3,2,Deathlock Mastermind,8.0,13,110,0.2245389521076527
Artificer,2,10,17,2,Rogue,2,21,13,2,Barbarian,2,20,14,2,Cleric,2,9,13,2,1,Trapper,3.0,13,68,0.8919023136246786
Monk,1,8,14,2,Rogue,1,7,14,2,Cleric,1,8,13,2,Rogue,1,4,17,2,10,Pseudodragon,0.25,13,7,0.0
Wizzard,2,13,13,2,Artificer,2,22,12,2,Monk,2,14,11,2,Wizzard,2,9,10,2,1,Warlock of the Archfey,4.0,13,67,0.0
Artificer,5,52,14,3,Wizzard,5,22,13,3,Druid,5,34,14,3,Rogue,5,41,16,3,10,Bullywug,0.25,15,11,0.7901532829350356
Ranger,1,7,17,2,Artificer,1,9,18,2,Bard,1,8,15,2,Bard,1,11,14,2,10,Skulk,0.5,14,18,0.0
Sorcerer,1,6,10,2,Ranger,1,10,16,2,Rogue,1,9,11,2,Barbarian,1,7,13,2,10,Ape,0.5,12,19,0.0
Wizzard,3,22,13,3,Paladin,3,31,15,3,Cleric,3,19,13,3,Cleric,3,27,14,3,5,Spined Devil,2.0,13,22,0.43921428424630565
Druid,2,11,16,2,Artificer,2,18,12,2,Druid,2,21,13,2,Druid,2,14,12,2,10,Tridrone,0.5,15,16,0.0
Bard,3,25,16,3,Paladin,3,24,16,3,Fighter,3,33,17,3,Fighter,3,33,13,3,2,Master Thief,5.0,16,84,0.0
Bard,4,21,13,3,Rogue,4,24,13,3,Rogue,4,29,16,3,Bard,4,42,12,3,10,Darkmantle,0.5,11,22,0.07744090154406207
Barbarian,4,31,13,3,Artificer,4,34,17,3,Paladin,4,29,15,3,Cleric,4,29,13,3,10,Zombie,0.25,8,22,0.0
Fighter,1,10,15,2,Rogue,1,4,15,2,Paladin,1,9,19,2,Barbarian,1,7,15,2,1,Merrenoloth,3.0,13,40,0.8724485326325011
Artificer,5,43,15,3,Wizzard,5,26,10,3,Druid,5,39,12,3,Barbarian,5,61,14,3,10,Orc,0.5,13,15,0.760255134777232
Monk,2,14,15,2,Bard,2,10,14,2,Paladin,2,18,14,2,Druid,2,16,13,2,1,Darkling Elder,2.0,15,27,1.0
Wizzard,4,25,15,3,Warlock,4,31,13,3,Artificer,4,24,14,3,Cleric,4,24,15,3,10,Swarm of Insects,0.5,12,22,0.0
Paladin,3,30,17,3,Paladin,3,26,19,3,Cleric,3,22,15,3,Artificer,3,17,13,3,2,Annis Hag,6.0,17,90,0.0
Barbarian,5,47,14,3,Wizzard,5,27,15,3,Cleric,5,41,12,3,Ranger,5,49,14,3,9,Hippogriff,1.0,11,19,0.25741484070226167
Artificer,1,6,18,2,Barbarian,1,7,15,2,Druid,1,8,13,2,Cleric,1,7,12,2,10,Cat,0.0,12,2,1.0
Barbarian,2,20,12,2,Warlock,2,22,13,2,Warlock,2,15,13,2,Rogue,2,17,16,2,2,Shadow Mastiff Alpha,3.0,12,44,0.6982931490833159
Ranger,3,24,15,3,Artificer,3,21,15,3,Druid,3,21,11,3,Rogue,3,24,13,3,1,Lost Sorrowsworn,7.0,15,78,0.3791666666666667
Paladin,5,44,14,3,Cleric,5,45,17,3,Artificer,5,34,14,3,Wizzard,5,31,10,3,10,Gazer,0.5,13,13,0.8975494421965396
Paladin,3,27,17,3,Rogue,3,26,15,3,Rogue,3,28,11,3,Bard,3,32,12,3,3,Copper Dragon Wyrmling,1.0,16,22,0.3011602527493965
Bard,5,40,14,3,Druid,5,30,15,3,Bard,5,33,15,3,Barbarian,5,43,12,3,2,Ki-rin,12.0,20,153,0.0
Cleric,2,18,16,2,Wizzard,2,8,11,2,Fighter,2,15,16,2,Bard,2,19,14,2,1,Vampire Spawn,5.0,15,82,0.2655877463853034
Bard,2,16,16,2,Rogue,2,22,17,2,Rogue,2,15,14,2,Wizzard,2,13,14,2,10,Swarm of Centipedes,0.5,12,22,0.0
Cleric,5,33,20,3,Fighter,5,49,16,3,Druid,5,40,14,3,Warlock,5,46,12,3,3,Werebear,5.0,10,135,0.6347153106037675
Paladin,4,41,18,3,Bard,4,34,13,3,Bard,4,31,12,3,Warlock,4,42,14,3,3,Werewolf,3.0,11,58,0.8654784966688448
Rogue,1,6,14,2,Artificer,1,9,18,2,Warlock,1,5,14,2,Wizzard,1,5,15,2,10,Poisonous Snake,0.125,13,2,0.0
Rogue,3,24,14,3,Rogue,3,21,14,3,Rogue,3,30,11,3,Cleric,3,16,14,3,3,Hobgoblin Iron Shadow,2.0,15,32,0.21531733272086973
Artificer,5,40,16,3,Paladin,5,55,16,3,Artificer,5,47,15,3,Wizzard,5,33,11,3,10,Flumph,0.125,12,7,0.8522094015252135
Barbarian,4,39,15,3,Wizzard,4,26,12,3,Cleric,4,27,16,3,Bard,4,37,13,3,1,Black Pudding,4.0,7,85,0.8330041111657213
Wizzard,1,5,13,2,Paladin,1,11,17,2,Fighter,1,8,16,2,Warlock,1,8,12,2,1,Ogre Bolt Launcher,2.0,13,59,0.6194614209320093
Ranger,2,14,16,2,Artificer,2,14,17,2,Artificer,2,18,12,2,Cleric,2,14,18,2,3,Giant Hyena,1.0,12,45,0.24229691876750697
Fighter,1,8,14,2,Artificer,1,5,18,2,Wizzard,1,5,11,2,Artificer,1,7,14,2,10,Monodrone,0.125,15,5,0.0
Rogue,2,18,17,2,Bard,2,13,14,2,Druid,2,12,15,2,Druid,2,10,13,2,10,Needle Blight,0.25,12,11,0.7898523067670564
Wizzard,2,14,12,2,Bard,2,14,14,2,Monk,2,17,11,2,Sorcerer,2,11,14,2,10,Slaad Tadpole,0.125,12,10,0.0
Bard,3,25,16,3,Barbarian,3,30,14,3,Rogue,3,20,11,3,Druid,3,21,11,3,10,Grimlock,0.25,11,11,0.15905425122695316
Bard,4,35,15,3,Artificer,4,31,13,3,Barbarian,4,39,17,3,Druid,4,34,13,3,1,Barbed Devil,5.0,15,110,1.0
Druid,5,41,13,3,Bard,5,37,14,3,Wizzard,5,27,11,3,Barbarian,5,46,14,3,10,Worg,0.5,13,26,0.27531857826787776
Bard,2,15,13,2,Sorcerer,2,9,15,2,Fighter,2,12,14,2,Artificer,2,17,14,2,2,Berserker,2.0,13,67,0.2875136026490951
Artificer,2,15,14,2,Ranger,2,12,12,2,Wizzard,2,15,11,2,Wizzard,2,6,14,2,1,Faerie Dragon (Green),2.0,15,14,1.0
Artificer,5,37,12,3,Fighter,5,31,16,3,Wizzard,5,34,14,3,Rogue,5,46,17,3,10,Cockatrice,0.5,11,27,0.9700448319088719
